n 3039 
m 3 
tmax 22949
2830.0000 40.0000 0
2830.0000 77.0000 1
2830.0000 114.0000 2
2831.0000 155.0000 3
2830.0000 194.0000 4
2831.0000 231.0000 4
2831.0000 269.0000 5
2831.0000 309.0000 6
2830.0000 347.0000 7
2830.0000 384.0000 8
2792.0000 35.0000 1
2792.0000 75.0000 2
2790.0000 115.0000 2
2792.0000 153.0000 3
2791.0000 191.0000 4
2791.0000 231.0000 4
2790.0000 271.0000 5
2791.0000 306.0000 6
2791.0000 345.0000 7
2792.0000 384.0000 8
2800.0000 460.0000 9
2801.0000 499.0000 10
2801.0000 538.0000 11
2800.0000 578.0000 12
2802.0000 620.0000 12
2800.0000 654.0000 13
2800.0000 694.0000 14
2802.0000 732.0000 15
2800.0000 772.0000 16
2800.0000 810.0000 16
2762.0000 459.0000 9
2761.0000 497.0000 10
2761.0000 540.0000 11
2761.0000 578.0000 12
2762.0000 591.0000 12
2763.0000 656.0000 13
2762.0000 694.0000 14
2761.0000 731.0000 15
2762.0000 770.0000 16
2761.0000 808.0000 16
2801.0000 946.0000 19
2803.0000 1034.0000 21
2723.0000 943.0000 19
2724.0000 1029.0000 21
2702.0000 1003.0000 20
2800.0000 1098.0000 22
2799.0000 1137.0000 23
2831.0000 1158.0000 23
2801.0000 1178.0000 24
2800.0000 1216.0000 25
2829.0000 1237.0000 25
2801.0000 1254.0000 25
2800.0000 1292.0000 26
2800.0000 1331.0000 27
2801.0000 1370.0000 28
2799.0000 1409.0000 29
2804.0000 1450.0000 29
2759.0000 1098.0000 22
2762.0000 1138.0000 23
2762.0000 1178.0000 24
2761.0000 1213.0000 25
2763.0000 1255.0000 25
2761.0000 1293.0000 26
2763.0000 1330.0000 27
2761.0000 1369.0000 28
2759.0000 1411.0000 29
2761.0000 1446.0000 29
2762.0000 617.0000 12
2801.0000 1507.0000 31
2800.0000 1548.0000 31
2801.0000 1581.0000 32
2801.0000 1619.0000 33
2799.0000 1656.0000 34
2800.0000 1698.0000 34
2800.0000 1738.0000 35
2800.0000 1781.0000 36
2799.0000 1820.0000 37
2800.0000 1856.0000 38
2760.0000 1506.0000 31
2760.0000 1543.0000 31
2763.0000 1586.0000 32
2761.0000 1621.0000 33
2761.0000 1659.0000 34
2761.0000 1698.0000 34
2762.0000 1737.0000 35
2761.0000 1775.0000 36
2762.0000 1821.0000 37
2762.0000 1853.0000 38
2800.0000 2067.0000 42
2798.0000 2102.0000 43
2799.0000 2143.0000 44
2801.0000 2183.0000 44
2800.0000 2221.0000 45
2801.0000 2262.0000 46
2800.0000 2299.0000 47
2800.0000 2337.0000 48
2801.0000 2376.0000 48
2800.0000 2414.0000 49
2760.0000 2066.0000 42
2760.0000 2105.0000 43
2761.0000 2144.0000 44
2761.0000 2184.0000 44
2763.0000 2222.0000 45
2760.0000 2259.0000 46
2761.0000 2297.0000 47
2760.0000 2338.0000 48
2761.0000 2372.0000 48
2800.0000 2411.0000 49
2800.0000 2491.0000 51
2772.0000 2512.0000 51
2732.0000 2491.0000 51
2788.0000 2167.0000 44
2762.0000 2676.0000 55
2732.0000 2618.0000 53
2761.0000 2903.0000 59
2761.0000 2983.0000 61
2799.0000 3041.0000 62
2800.0000 3083.0000 63
2799.0000 3117.0000 64
2799.0000 3085.0000 63
2799.0000 3195.0000 65
2798.0000 3234.0000 66
2799.0000 3274.0000 67
2798.0000 3312.0000 68
2798.0000 3350.0000 68
2797.0000 3389.0000 69
2799.0000 3427.0000 70
2800.0000 3464.0000 71
2864.0000 3474.0000 71
2865.0000 3515.0000 72
2798.0000 3563.0000 73
2798.0000 3796.0000 77
2797.0000 3794.0000 77
2698.0000 39.0000 3
2697.0000 116.0000 4
2716.0000 191.0000 4
2696.0000 540.0000 11
2704.0000 1437.0000 29
2704.0000 1583.0000 32
2703.0000 1680.0000 34
2694.0000 2221.0000 45
2704.0000 2317.0000 47
2714.0000 2345.0000 48
2733.0000 2374.0000 48
2720.0000 3100.0000 63
2721.0000 3147.0000 64
2752.0000 3198.0000 65
2712.0000 3194.0000 65
2683.0000 3196.0000 65
2642.0000 3195.0000 65
2763.0000 3292.0000 67
2761.0000 3332.0000 68
2761.0000 3369.0000 69
2760.0000 3409.0000 70
2732.0000 3467.0000 71
2701.0000 3621.0000 74
2699.0000 3852.0000 79
2781.0000 3940.0000 80
2701.0000 3940.0000 80
2623.0000 3945.0000 81
2621.0000 -5.0000 5
2744.0000 18.0000 2
2649.0000 25.0000 4
2609.0000 48.0000 5
2659.0000 94.0000 4
2658.0000 134.0000 5
2659.0000 171.0000 5
2658.0000 208.0000 5
2657.0000 248.0000 6
2660.0000 285.0000 7
2659.0000 325.0000 7
2659.0000 368.0000 8
2545.0000 92.0000 6
2543.0000 131.0000 7
2543.0000 170.0000 7
2541.0000 212.0000 7
2538.0000 248.0000 8
2544.0000 288.0000 8
2541.0000 246.0000 8
2541.0000 362.0000 9
2571.0000 270.0000 8
2571.0000 325.0000 8
2485.0000 36.0000 8
2524.0000 54.0000 7
2494.0000 249.0000 9
2590.0000 393.0000 9
2641.0000 411.0000 9
2659.0000 441.0000 9
2660.0000 500.0000 11
2660.0000 538.0000 11
2658.0000 577.0000 12
2659.0000 618.0000 13
2660.0000 656.0000 14
2661.0000 701.0000 14
2658.0000 733.0000 15
2659.0000 772.0000 16
2582.0000 439.0000 10
2592.0000 521.0000 12
2581.0000 770.0000 16
2543.0000 497.0000 12
2542.0000 536.0000 12
2543.0000 579.0000 13
2542.0000 615.0000 14
2542.0000 657.0000 14
2543.0000 691.0000 15
2543.0000 734.0000 16
2541.0000 771.0000 17
2542.0000 808.0000 17
2543.0000 847.0000 18
2540.0000 877.0000 19
2617.0000 847.0000 18
2620.0000 916.0000 19
2570.0000 1004.0000 21
2529.0000 1003.0000 21
2656.0000 1042.0000 21
2658.0000 1082.0000 22
2656.0000 1118.0000 23
2657.0000 1159.0000 24
2656.0000 1200.0000 25
2657.0000 1236.0000 25
2657.0000 1272.0000 26
2657.0000 1314.0000 27
2616.0000 1137.0000 23
2617.0000 1195.0000 25
2624.0000 1273.0000 26
2598.0000 1314.0000 27
2558.0000 1214.0000 25
2542.0000 1040.0000 22
2540.0000 1079.0000 23
2541.0000 1121.0000 23
2540.0000 1156.0000 24
2539.0000 1195.0000 25
2539.0000 1231.0000 26
2540.0000 1272.0000 26
2540.0000 1311.0000 27
2501.0000 1342.0000 28
2540.0000 1358.0000 28
2540.0000 1398.0000 29
2512.0000 1436.0000 30
2628.0000 1435.0000 29
2643.0000 1484.0000 30
2667.0000 1524.0000 31
2666.0000 1560.0000 32
2665.0000 1601.0000 33
2667.0000 1640.0000 33
2665.0000 1679.0000 34
2665.0000 1728.0000 35
2666.0000 1755.0000 36
2666.0000 1794.0000 37
2665.0000 1836.0000 37
2667.0000 1873.0000 38
2646.0000 1486.0000 30
2617.0000 1525.0000 31
2628.0000 1715.0000 35
2618.0000 1756.0000 36
2548.0000 1524.0000 31
2550.0000 1561.0000 32
2552.0000 1600.0000 33
2550.0000 1640.0000 34
2550.0000 1677.0000 35
2551.0000 1717.0000 35
2551.0000 1756.0000 36
2551.0000 1798.0000 37
2549.0000 1832.0000 38
2550.0000 1874.0000 39
2579.0000 1893.0000 39
2665.0000 1935.0000 39
2647.0000 1991.0000 41
2667.0000 2025.0000 41
2667.0000 2064.0000 42
2667.0000 2104.0000 43
2665.0000 2139.0000 44
2666.0000 2178.0000 44
2665.0000 2220.0000 45
2665.0000 2254.0000 46
2548.0000 2258.0000 46
2549.0000 2218.0000 46
2549.0000 2180.0000 45
2550.0000 2141.0000 44
2549.0000 2103.0000 43
2548.0000 2064.0000 42
2548.0000 2025.0000 42
2538.0000 1987.0000 41
2590.0000 2333.0000 48
2666.0000 2328.0000 48
2667.0000 2394.0000 49
2667.0000 2432.0000 50
2666.0000 2470.0000 50
2666.0000 2508.0000 51
2665.0000 2550.0000 52
2665.0000 2586.0000 53
2666.0000 2626.0000 54
2549.0000 2393.0000 49
2548.0000 2431.0000 50
2549.0000 2473.0000 51
