n 1433 
m 3 
tmax 25495
3900.0000 5500.0000 0
4000.0000 5400.0000 15
3900.0000 5300.0000 56
3900.0000 5400.0000 97
3800.0000 5500.0000 38
4000.0000 5300.0000 79
4200.0000 5400.0000 20
4300.0000 5300.0000 61
4300.0000 5200.0000 2
4200.0000 5200.0000 43
4100.0000 5200.0000 84
4000.0000 5200.0000 25
3900.0000 5200.0000 66
3800.0000 5200.0000 7
3700.0000 5200.0000 48
3800.0000 5100.0000 89
3900.0000 5100.0000 30
4000.0000 5100.0000 71
4100.0000 5000.0000 12
4000.0000 5000.0000 53
3900.0000 5000.0000 94
3900.0000 4900.0000 35
4000.0000 4900.0000 76
4000.0000 4800.0000 17
4100.0000 4800.0000 58
4000.0000 4700.0000 99
3900.0000 4800.0000 40
3900.0000 4700.0000 81
3700.0000 4700.0000 22
3800.0000 4700.0000 63
3900.0000 4600.0000 4
4000.0000 4600.0000 45
4100.0000 4700.0000 86
4100.0000 4600.0000 27
4100.0000 4500.0000 68
4100.0000 4400.0000 9
4000.0000 4400.0000 50
3900.0000 4500.0000 91
3900.0000 4400.0000 32
3800.0000 4500.0000 73
3700.0000 4500.0000 14
3700.0000 4400.0000 55
3800.0000 4400.0000 96
3900.0000 4300.0000 37
3800.0000 4300.0000 78
3800.0000 4200.0000 19
3900.0000 4200.0000 60
4000.0000 4300.0000 1
4000.0000 4200.0000 42
3900.0000 4100.0000 83
3700.0000 4300.0000 24
3700.0000 4200.0000 65
3700.0000 4100.0000 6
3600.0000 4100.0000 47
3700.0000 4000.0000 88
3600.0000 4000.0000 29
3500.0000 4000.0000 70
3600.0000 3900.0000 11
3700.0000 3900.0000 52
3800.0000 4000.0000 93
3800.0000 3900.0000 34
3900.0000 4000.0000 75
3900.0000 3900.0000 16
3900.0000 3800.0000 57
4000.0000 3900.0000 98
4100.0000 3900.0000 39
4100.0000 4000.0000 80
4000.0000 4000.0000 21
4100.0000 4100.0000 62
4200.0000 4200.0000 3
4100.0000 4300.0000 44
4100.0000 4200.0000 85
4200.0000 4100.0000 26
4200.0000 4000.0000 67
4300.0000 4100.0000 8
4300.0000 4200.0000 49
4300.0000 4300.0000 90
4300.0000 4400.0000 31
4400.0000 4300.0000 72
4500.0000 4200.0000 13
4500.0000 4300.0000 54
4700.0000 4400.0000 95
4600.0000 4400.0000 36
4500.0000 4400.0000 77
4300.0000 4500.0000 18
4300.0000 4600.0000 59
4300.0000 4700.0000 100
4300.0000 4800.0000 41
4300.0000 4900.0000 82
4500.0000 4700.0000 23
4500.0000 4800.0000 64
4500.0000 4900.0000 5
4500.0000 5000.0000 46
4400.0000 5000.0000 87
4300.0000 5100.0000 28
4300.0000 5000.0000 69
4500.0000 5100.0000 10
4600.0000 5100.0000 51
