n 1061 
m 3 
tmax 37349
4003.2000 2997.9000 0
3602.8800 2498.2500 15
3953.1600 2848.0000 56
4153.3100 2947.9300 97
4353.4800 2748.0700 38
4653.7200 2448.2800 79
4703.7500 2598.1800 20
5304.2400 2698.1100 61
5154.1100 3047.8600 2
4453.5500 3547.5100 43
4553.6400 3747.3700 84
4853.8800 3947.2300 25
5204.1600 4097.1300 66
5304.2400 3997.2000 7
5454.3500 3647.4400 48
5454.3500 3847.3000 89
5404.3100 4097.1300 30
5454.3500 4047.1600 71
5454.3500 4147.0900 12
5354.2700 4147.0900 53
5304.2400 4496.8500 94
5304.2400 4596.7700 35
5354.2700 4746.6700 76
5154.1100 4946.5300 17
5054.0300 4846.6000 58
5054.0300 4646.7400 99
4853.8800 4446.8800 40
4853.8800 4346.9500 81
4853.8800 4247.0200 22
4703.7500 3997.2000 63
4553.6400 4047.1600 4
4653.7200 4346.9500 45
4853.8800 4846.6000 86
4753.7900 4946.5300 27
4903.9200 5096.4200 68
4853.8800 5046.4600 9
4553.6400 5446.1800 50
4853.8800 5646.0400 91
4953.9600 5845.9000 32
5054.0300 5546.1100 73
5054.0300 5346.2500 14
5154.1100 5546.1100 55
5304.2400 5795.9400 96
5404.3100 5696.0100 37
5454.3500 5646.0400 78
5554.4400 5546.1100 19
5554.4400 5146.3900 60
5604.4800 5296.2900 1
5754.5900 5646.0400 42
5604.4800 5795.9400 83
5454.3500 5945.8300 24
5354.2700 6045.7600 65
5254.2000 6145.6900 6
4953.9600 6145.6900 47
4603.6800 6295.5900 88
4553.6400 6045.7600 29
4503.5900 5895.8700 70
4453.5500 6145.6900 11
4453.5500 6245.6200 52
4403.5100 6695.3100 93
4253.4000 6545.4100 34
4303.4400 6795.2400 75
4303.4400 6895.1600 16
4103.2700 6995.0900 57
4253.4000 7144.9900 98
4403.5100 7194.9600 39
5054.0300 7144.9900 80
5354.2700 7045.0600 21
5104.0700 6895.1600 62
5004.0000 6795.2400 3
5204.1600 6495.4400 44
5354.2700 6645.3400 85
5504.4000 6395.5100 26
5704.5500 6595.3800 67
5804.6400 6395.5100 8
5854.6800 6345.5500 49
6154.9200 6045.7600 90
6605.2700 5696.0100 31
6655.3100 5646.0400 72
6655.3100 5745.9700 13
6505.2000 5995.7900 54
6355.0700 5646.0400 95
5904.7200 5296.2900 36
5604.4800 4796.6400 77
