n 1305 
m 3 
tmax 42158
15440.0000 8888.0000 0
15440.0000 9328.0000 15
15440.0000 9768.0000 56
15440.0000 11264.0000 97
15440.0000 13288.0000 38
15440.0000 14058.0000 79
15536.0000 8228.0000 20
15616.0000 8228.0000 61
15824.0000 8228.0000 2
16048.0000 8228.0000 43
16176.0000 8228.0000 84
16384.0000 8228.0000 25
16512.0000 8228.0000 66
16624.0000 8228.0000 7
16704.0000 8228.0000 48
16784.0000 8228.0000 89
16880.0000 8228.0000 30
17024.0000 8228.0000 71
17312.0000 8228.0000 12
17440.0000 8228.0000 53
17600.0000 8228.0000 94
17872.0000 8228.0000 35
17936.0000 4400.0000 76
6320.0000 10626.0000 17
6320.0000 12012.0000 58
6432.0000 9680.0000 99
6480.0000 4180.0000 40
6480.0000 4796.0000 81
6480.0000 5544.0000 22
6480.0000 6732.0000 63
1232.0000 5918.0000 4
1232.0000 7304.0000 45
1232.0000 12012.0000 86
1232.0000 14432.0000 27
1456.0000 5588.0000 68
1520.0000 4730.0000 9
4272.0000 11154.0000 50
4272.0000 11858.0000 91
4304.0000 10296.0000 32
4416.0000 10296.0000 73
4496.0000 10296.0000 14
4528.0000 5544.0000 55
4528.0000 7040.0000 96
4592.0000 10296.0000 37
4704.0000 10296.0000 78
4784.0000 10296.0000 19
4880.0000 10296.0000 60
4944.0000 10296.0000 1
5120.0000 10296.0000 42
5200.0000 10296.0000 83
5360.0000 10296.0000 24
5504.0000 10296.0000 65
5616.0000 10296.0000 6
5648.0000 7942.0000 47
5648.0000 9020.0000 88
5680.0000 6952.0000 29
5808.0000 6952.0000 70
5952.0000 6952.0000 11
6096.0000 6952.0000 52
6160.0000 6952.0000 93
6240.0000 6952.0000 34
5648.0000 14322.0000 75
6288.0000 4180.0000 16
6288.0000 4796.0000 57
6288.0000 5544.0000 98
6288.0000 8052.0000 39
6688.0000 9020.0000 80
6800.0000 9020.0000 21
6912.0000 9020.0000 62
7072.0000 9020.0000 3
7120.0000 5280.0000 44
7120.0000 6732.0000 85
7120.0000 7172.0000 26
7120.0000 7942.0000 67
18432.0000 4422.0000 8
18720.0000 4422.0000 49
18912.0000 4422.0000 90
19040.0000 4422.0000 31
14128.0000 5610.0000 72
14128.0000 7480.0000 13
14128.0000 8888.0000 54
14128.0000 9328.0000 95
14320.0000 9548.0000 36
14464.0000 9548.0000 77
14608.0000 9548.0000 18
14672.0000 9548.0000 59
14736.0000 9548.0000 100
14800.0000 9548.0000 41
14896.0000 9548.0000 82
15024.0000 9548.0000 23
15280.0000 9768.0000 64
15280.0000 11264.0000 5
15280.0000 13288.0000 46
15280.0000 14058.0000 87
3504.0000 9240.0000 28
3504.0000 10142.0000 69
3504.0000 12012.0000 10
3648.0000 9020.0000 51
3760.0000 9020.0000 92
3872.0000 9020.0000 33
4096.0000 9020.0000 74
4304.0000 9020.0000 15
4784.0000 9020.0000 56
4880.0000 9020.0000 97
4960.0000 9020.0000 38
5136.0000 9020.0000 79
5216.0000 9020.0000 20
5344.0000 9020.0000 61
5776.0000 9020.0000 2
5808.0000 4488.0000 43
5808.0000 5544.0000 84
5808.0000 8052.0000 25
784.0000 4400.0000 66
784.0000 5500.0000 7
816.0000 6776.0000 48
912.0000 6776.0000 89
1056.0000 7524.0000 30
