n 1085 
m 10 
tmax 11964.900 
4080.0000 5236.0000 0
4688.0000 6468.0000 9
5296.0000 9218.0000 26
9392.0000 10956.0000 48
9536.0000 9944.0000 44
9680.0000 7106.0000 36
9936.0000 9108.0000 43
10240.0000 6248.0000 39
10544.0000 5258.0000 40
15504.0000 6050.0000 70
15552.0000 8096.0000 72
15600.0000 10032.0000 76
18864.0000 11649.0000 99
18895.5000 11330.0000 98
18928.0000 7491.0000 92
18928.0000 11154.0000 98
12496.0000 9548.0000 58
12528.0000 7128.0000 53
12560.0000 5698.0000 52
8880.0000 8888.0000 37
9984.0000 5808.0000 37
11088.0000 5038.0000 43
11952.0000 5368.0000 48
11968.0000 6468.0000 49
11984.0000 9218.0000 54
12368.0000 9218.0000 56
12432.0000 6468.0000 52
12496.0000 5368.0000 52
13264.0000 9328.0000 62
13312.0000 6688.0000 57
13360.0000 5478.0000 57
560.0000 4532.0000 22
560.0000 8514.0000 30
640.0000 5060.0000 21
720.0000 4532.0000 21
5936.0000 7986.0000 21
13776.0000 9548.0000 65
13840.0000 7128.0000 61
13904.0000 5698.0000 60
14480.0000 10956.0000 73
14624.0000 9944.0000 71
14768.0000 7106.0000 67
7856.0000 10142.0000 38
7904.0000 8316.0000 30
7952.0000 6160.0000 25
1200.0000 5940.0000 19
1712.0000 7876.0000 22
2224.0000 9922.0000 31
1488.0000 5830.0000 17
2272.0000 7656.0000 19
3056.0000 9812.0000 29
624.0000 11770.0000 45
720.0000 11572.0000 44
816.0000 7788.0000 26
349.5000 11352.0000 44
432.0000 11660.0000 45
2192.0000 4422.0000 13
2480.0000 4840.0000 11
2768.0000 4422.0000 10
3056.0000 4840.0000 7
3344.0000 4422.0000 7
3632.0000 4840.0000 4
3920.0000 4422.0000 6
3920.0000 7942.0000 17
4640.0000 11044.0000 36
5360.0000 11506.0000 39
5488.0000 7568.0000 17
5536.0000 11132.0000 37
5584.0000 11550.0000 40
1712.0000 4202.0000 16
2000.0000 4400.0000 14
2288.0000 4202.0000 13
2576.0000 4400.0000 11
2864.0000 4202.0000 10
2864.0000 5214.0000 8
3136.0000 6028.0000 8
3408.0000 8998.0000 24
3424.0000 6028.0000 7
3440.0000 5016.0000 5
7984.0000 7986.0000 30
14160.0000 9658.0000 68
14176.0000 7348.0000 63
