n 2320 
m 8 
tmax 14641
3400.0000 2500.0000 0
3500.0000 2500.0000 15
3600.0000 2400.0000 56
3700.0000 2500.0000 97
3700.0000 2400.0000 38
3600.0000 2500.0000 79
3400.0000 2400.0000 20
3300.0000 2400.0000 61
3300.0000 2300.0000 2
3400.0000 2300.0000 43
3500.0000 2300.0000 84
3400.0000 2200.0000 25
3400.0000 2100.0000 66
3700.0000 1900.0000 7
3500.0000 2100.0000 48
3500.0000 2200.0000 89
3600.0000 2100.0000 30
3700.0000 2100.0000 71
3600.0000 2200.0000 12
3600.0000 2300.0000 53
3700.0000 2200.0000 94
3800.0000 2100.0000 35
3900.0000 2200.0000 76
4000.0000 2100.0000 17
3900.0000 2100.0000 58
3800.0000 2200.0000 99
3800.0000 2300.0000 40
3700.0000 2300.0000 81
3800.0000 2400.0000 22
3900.0000 2400.0000 63
4000.0000 2400.0000 4
3900.0000 2300.0000 45
4000.0000 2300.0000 86
4100.0000 2300.0000 27
4000.0000 2200.0000 68
4100.0000 2100.0000 9
4100.0000 2200.0000 50
4200.0000 2100.0000 91
4300.0000 2200.0000 32
4400.0000 2100.0000 73
4300.0000 2100.0000 14
4200.0000 2200.0000 55
4200.0000 2300.0000 96
4200.0000 2400.0000 37
4300.0000 2300.0000 78
4400.0000 2300.0000 19
4500.0000 2200.0000 60
4400.0000 2200.0000 1
4500.0000 2100.0000 42
4600.0000 2100.0000 83
4600.0000 2200.0000 24
4700.0000 2300.0000 65
4600.0000 2300.0000 6
4700.0000 2200.0000 47
4800.0000 2300.0000 88
4900.0000 2300.0000 29
5000.0000 2300.0000 70
4900.0000 2200.0000 11
4800.0000 2200.0000 52
4800.0000 2100.0000 93
4900.0000 2100.0000 34
5000.0000 2100.0000 75
5000.0000 2200.0000 16
5100.0000 2100.0000 57
5100.0000 2200.0000 98
5200.0000 2100.0000 39
5300.0000 2200.0000 80
5400.0000 2100.0000 21
5300.0000 2100.0000 62
5200.0000 2200.0000 3
5200.0000 2300.0000 44
5100.0000 2300.0000 85
5200.0000 2400.0000 26
5300.0000 2300.0000 67
5400.0000 2300.0000 8
5500.0000 2200.0000 49
5400.0000 2200.0000 90
5500.0000 2100.0000 31
5600.0000 2100.0000 72
5700.0000 2100.0000 13
5600.0000 2200.0000 54
5700.0000 2300.0000 95
5600.0000 2300.0000 36
5700.0000 2200.0000 77
5800.0000 2300.0000 18
5900.0000 2200.0000 59
5800.0000 2200.0000 100
5800.0000 2100.0000 41
5900.0000 2100.0000 82
6000.0000 2100.0000 23
6000.0000 2200.0000 64
6100.0000 2100.0000 5
6100.0000 2200.0000 46
6200.0000 2100.0000 87
6300.0000 2200.0000 28
6400.0000 2100.0000 69
6300.0000 2100.0000 10
6200.0000 2200.0000 51
6200.0000 2300.0000 92
6300.0000 2400.0000 33
6200.0000 2400.0000 74
6400.0000 2200.0000 15
6600.0000 2100.0000 56
6600.0000 2200.0000 97
6500.0000 2100.0000 38
6500.0000 2200.0000 79
6400.0000 2300.0000 20
6400.0000 2400.0000 61
6500.0000 2400.0000 2
6600.0000 2300.0000 43
6600.0000 2400.0000 84
6600.0000 2500.0000 25
6500.0000 2500.0000 66
6600.0000 2600.0000 7
6500.0000 2600.0000 48
6400.0000 2500.0000 89
6300.0000 2600.0000 30
6300.0000 2700.0000 71
6300.0000 2800.0000 12
6400.0000 2800.0000 53
6600.0000 2700.0000 94
6600.0000 2800.0000 35
6500.0000 2800.0000 76
6400.0000 2700.0000 17
6500.0000 2700.0000 58
6400.0000 2600.0000 99
6300.0000 2500.0000 40
6200.0000 2500.0000 81
6100.0000 2500.0000 22
6100.0000 2400.0000 63
6000.0000 2300.0000 4
6000.0000 2400.0000 45
6000.0000 2500.0000 86
5900.0000 2500.0000 27
5900.0000 2400.0000 68
5800.0000 2500.0000 9
5800.0000 2400.0000 50
5700.0000 2500.0000 91
5700.0000 2400.0000 32
5600.0000 2500.0000 73
5600.0000 2400.0000 14
5500.0000 2300.0000 55
5500.0000 2400.0000 96
5400.0000 2400.0000 37
5500.0000 2500.0000 78
5400.0000 2500.0000 19
5300.0000 2500.0000 60
5300.0000 2400.0000 1
5200.0000 2500.0000 42
5100.0000 2500.0000 83
5100.0000 2400.0000 24
5000.0000 2400.0000 65
5000.0000 2500.0000 6
4900.0000 2500.0000 47
4900.0000 2400.0000 88
4800.0000 2500.0000 29
4800.0000 2400.0000 70
4700.0000 2500.0000 11
4700.0000 2400.0000 52
4600.0000 2500.0000 93
4600.0000 2400.0000 34
4500.0000 2300.0000 75
4500.0000 2400.0000 16
4400.0000 2400.0000 57
4500.0000 2500.0000 98
4400.0000 2500.0000 39
4300.0000 2500.0000 80
4300.0000 2400.0000 21
4200.0000 2500.0000 62
4100.0000 2600.0000 3
4100.0000 2500.0000 44
4100.0000 2400.0000 85
4000.0000 2500.0000 26
4000.0000 2600.0000 67
3900.0000 2600.0000 8
4000.0000 2700.0000 49
3900.0000 2700.0000 90
3900.0000 2800.0000 31
3800.0000 2700.0000 72
3800.0000 2800.0000 13
3700.0000 2800.0000 54
3600.0000 2900.0000 95
3700.0000 2900.0000 36
3800.0000 2900.0000 77
3900.0000 2900.0000 18
3800.0000 3000.0000 59
3700.0000 3000.0000 100
3800.0000 3100.0000 41
3700.0000 3100.0000 82
3600.0000 3000.0000 23
3600.0000 3100.0000 64
3600.0000 3200.0000 5
3700.0000 3300.0000 46
3800.0000 3400.0000 87
3800.0000 3300.0000 28
3700.0000 3400.0000 69
3600.0000 3300.0000 10
3600.0000 3400.0000 51
3600.0000 3500.0000 92
3700.0000 3600.0000 33
3800.0000 3600.0000 74
3900.0000 3600.0000 15
3900.0000 3700.0000 56
3800.0000 3700.0000 97
3700.0000 3800.0000 38
3800.0000 3900.0000 79
3900.0000 3900.0000 20
3800.0000 3800.0000 61
3600.0000 3600.0000 2
3600.0000 3700.0000 43
3600.0000 3800.0000 84
3600.0000 3900.0000 25
3600.0000 4000.0000 66
3800.0000 4100.0000 7
3900.0000 4100.0000 48
3800.0000 4200.0000 89
3900.0000 4200.0000 30
4000.0000 4200.0000 71
3900.0000 4300.0000 12
3800.0000 4400.0000 53
3700.0000 4500.0000 94
3800.0000 4600.0000 35
3700.0000 4600.0000 76
3800.0000 4500.0000 17
3600.0000 4300.0000 58
3600.0000 4400.0000 99
3600.0000 4500.0000 40
3600.0000 4600.0000 81
3600.0000 4700.0000 22
3700.0000 4700.0000 63
3800.0000 4700.0000 4
3900.0000 4800.0000 45
4000.0000 4800.0000 86
3900.0000 4700.0000 27
3800.0000 4800.0000 68
3900.0000 4900.0000 9
3900.0000 5000.0000 50
3800.0000 4900.0000 91
3700.0000 4900.0000 32
3700.0000 4800.0000 73
3600.0000 4800.0000 14
3600.0000 4900.0000 55
3600.0000 5000.0000 96
3700.0000 5000.0000 37
3800.0000 5000.0000 78
3900.0000 5100.0000 19
4000.0000 5100.0000 60
3900.0000 5200.0000 1
3800.0000 5100.0000 42
3800.0000 5200.0000 83
3700.0000 5200.0000 24
3600.0000 5300.0000 65
3700.0000 5300.0000 6
