n 1401
m 8
tmax 1258
2104.6100 1968.3500 0
2104.6100 232.2640 1
295.5910 1968.3500 1
295.5910 232.2640 1
1025.7000 1971.3000 1
1161.6700 1965.3900 1
1191.2300 1959.4900 1
1167.5900 1959.4900 1
1096.6400 1959.4900 1
1102.5600 1953.5800 1
1090.7300 1953.5800 1
1019.7900 1953.5800 1
1232.6200 1941.7700 1
1043.4400 1941.7700 1
1238.5300 1935.8700 1
1167.5900 1935.8700 1
1132.1100 1935.8700 1
1268.0900 1929.9600 1
1244.4400 1929.9600 1
1067.0800 1929.9600 1
1179.4100 1924.0600 1
1049.3500 1924.0600 1
1037.5300 1924.0600 1
1126.2000 1918.1500 1
1090.7300 1918.1500 1
984.3190 1918.1500 1
1327.2000 1906.3400 1
1031.6100 1906.3400 1
996.1430 1906.3400 1
1049.3500 1900.4400 1
1185.3200 1894.5300 1
1114.3800 1894.5300 1
1315.3800 1882.7200 1
1291.7300 1882.7200 1
1078.9100 1882.7200 1
1013.8800 1876.8200 1
1735.1200 1746.9100 1
741.9340 1746.9100 1
1729.2100 1741.0000 1
736.0220 1741.0000 1
1522.3000 1723.2900 1
529.1080 1723.2900 1
1185.3200 1646.5200 1
1569.5900 1522.5200 1
576.4030 1522.5200 1
1149.8500 1445.7500 1
617.7860 1445.7500 1
1031.6100 1422.1300 1
1108.4700 1416.2200 1
753.7580 1416.2200 1
1031.6100 1410.3200 1
594.1380 1410.3200 1
759.6700 1398.5100 1
605.9620 1398.5100 1
753.7580 1274.5000 1
659.1690 1250.8800 1
1268.0900 1244.9800 1
594.1380 1244.9800 1
611.8740 1227.2600 1
1279.9100 1221.3600 1
659.1690 1156.4000 1
1226.7000 1002.8700 1
1149.8500 996.9670 1
1610.9700 973.3470 1
1037.5300 802.1010 1
1315.3800 796.1960 1
1114.3800 796.1960 1
1090.7300 796.1960 1
1274.0000 790.2900 1
1132.1100 790.2900 1
1108.4700 790.2900 1
1013.8800 790.2900 1
1268.0900 784.3860 1
1114.3800 784.3860 1
1031.6100 784.3860 1
1664.1800 778.4810 1
1238.5300 778.4810 1
1096.6400 778.4810 1
1049.3500 778.4810 1
978.4070 778.4810 1
1232.6200 772.5760 1
1185.3200 772.5760 1
1078.9100 772.5760 1
1055.2600 772.5760 1
1019.7900 772.5760 1
1214.8800 766.6700 1
1191.2300 766.6700 1
1167.5900 766.6700 1
1084.8200 766.6700 1
1073.0000 766.6700 1
1232.6200 760.7650 1
1161.6700 760.7650 1
1262.1800 754.8610 1
1250.3500 754.8610 1
1179.4100 754.8610 1
1025.7000 754.8610 1
1268.0900 748.9550 1
1244.4400 748.9550 1
1173.5000 748.9550 1
1132.1100 743.0500 1
1120.2900 743.0500 1
1019.7900 725.3350 1
996.1430 725.3350 1
1037.5300 719.4300 1
1002.0500 719.4300 1
1173.5000 559.9940 1
1610.9700 548.1840 1
1173.5000 548.1840 1
1220.7900 536.3740 1
1073.0000 1965.3900 1
1049.3500 1965.3900 1
1138.0300 1959.4900 1
1114.3800 1959.4900 1
1055.2600 1959.4900 1
1735.1200 1953.5800 1
1274.0000 1953.5800 1
1250.3500 1953.5800 1
741.9340 1953.5800 1
1061.1700 1941.7700 1
1291.7300 1935.8700 1
1214.8800 1929.9600 1
1120.2900 1929.9600 1
1090.7300 1924.0600 1
1203.0600 1918.1500 1
1208.9700 1912.2500 1
1114.3800 1912.2500 1
1226.7000 1906.3400 1
1143.9400 1906.3400 1
1291.7300 1900.4400 1
1268.0900 1900.4400 1
1309.4700 1894.5300 1
1002.0500 1894.5300 1
978.4070 1882.7200 1
1090.7300 1876.8200 1
1569.5900 1870.9100 1
1522.3000 1870.9100 1
1155.7600 1870.9100 1
576.4030 1870.9100 1
529.1080 1870.9100 1
1185.3200 1865.0100 1
1090.7300 1865.0100 1
1729.2100 1746.9100 1
736.0220 1746.9100 1
2054.3600 1516.6100 1
1167.5900 1516.6100 1
1185.3200 1487.0800 1
310.3710 1487.0800 1
1185.3200 1475.2800 1
611.8740 1422.1300 1
617.7860 1416.2200 1
540.9320 1410.3200 1
605.9620 1392.6000 1
582.3150 1392.6000 1
1149.8500 1274.5000 1
759.6700 1274.5000 1
582.3150 1274.5000 1
1031.6100 1227.2600 1
540.9320 1221.3600 1
1268.0900 1156.4000 1
2054.3600 1150.5000 1
1167.5900 1150.5000 1
1279.9100 1144.5900 1
1185.3200 1050.1100 1
1173.5000 1002.8700 1
1664.1800 996.9670 1
1179.4100 996.9670 1
1327.2000 802.1010 1
1232.6200 802.1010 1
1090.7300 802.1010 1
984.3190 802.1010 1
1179.4100 796.1960 1
1167.5900 796.1960 1
1084.8200 796.1960 1
1061.1700 796.1960 1
1232.6200 790.2900 1
1262.1800 784.3860 1
1155.7600 784.3860 1
1132.1100 784.3860 1
1049.3500 784.3860 1
1220.7900 778.4810 1
1138.0300 778.4810 1
1019.7900 778.4810 1
1203.0600 772.5760 1
1149.8500 766.6700 1
1114.3800 766.6700 1
1309.4700 760.7650 1
1143.9400 760.7650 1
1049.3500 760.7650 1
1208.9700 754.8610 1
1185.3200 754.8610 1
1126.2000 754.8610 1
1102.5600 754.8610 1
1090.7300 754.8610 1
1067.0800 754.8610 1
1037.5300 748.9550 1
1043.4400 743.0500 1
1031.6100 743.0500 1
1291.7300 731.2400 1
1232.6200 731.2400 1
310.3710 601.3290 1
1229.6600 1944.7300 1
1099.6000 1932.9200 1
1206.0100 1921.1100 1
981.3630 1921.1100 1
1146.9000 1909.3000 1
1028.6600 1909.3000 1
1075.9500 1885.6800 1
981.3630 1885.6800 1
2057.3200 1519.5600 1
981.3630 799.1480 1
981.3630 775.5280 1
307.4150 598.3770 1
1164.6300 1968.3500 1
1070.0400 1968.3500 1
1052.3100 1962.4400 1
1732.1700 1956.5400 1
1271.0400 1956.5400 1
1247.4000 1956.5400 1
1022.7500 1956.5400 1
738.9780 1956.5400 1
1046.3900 1944.7300 1
1247.4000 1932.9200 1
1164.6300 1932.9200 1
1117.3300 1932.9200 1
1070.0400 1932.9200 1
1099.6000 1927.0100 1
1093.6900 1921.1100 1
1046.3900 1921.1100 1
1223.7500 1909.3000 1
1117.3300 1909.3000 1
999.0990 1909.3000 1
1294.6900 1897.4800 1
